query	subject
KH.L119.9	KY21.Chr1.936
KH.L119.19	KY21.Chr1.937
KH.L119.18	KY21.Chr1.938
KH.L119.31	KY21.Chr1.939
KH.S665.4	KY21.Chr1.940
KH.S665.1	KY21.Chr1.941
KH.S665.2	KY21.Chr1.946
KH.S665.5	KY21.Chr1.947
KH.S665.3	KY21.Chr1.948
KH.S665.6	KY21.Chr1.949
KH.L119.24	KY21.Chr1.950
KH.L119.11	KY21.Chr1.951
KH.L119.32	KY21.Chr1.952
KH.L119.17	KY21.Chr1.954
KH.L119.5	KY21.Chr1.955
KH.L119.16	KY21.Chr1.956
KH.L119.2	KY21.Chr1.957
KH.L119.7	KY21.Chr1.958
KH.L119.1	KY21.Chr1.959
KH.L119.25	KY21.Chr1.960
KH.L119.12	KY21.Chr1.961
KH.L119.8	KY21.Chr1.963
KH.L119.10	KY21.Chr1.964
KH.L119.6	KY21.Chr1.965
KH.L119.14	KY21.Chr1.966
KH.L119.20	KY21.Chr1.967
KH.L119.23	KY21.Chr1.968
KH.L119.33	KY21.Chr1.970
KH.L119.34	KY21.Chr1.971
KH.L119.13	KY21.Chr1.972
KH.L119.29	KY21.Chr1.973
KH.L119.26	KY21.Chr1.976
KH.L119.21	KY21.Chr1.977
KH.L119.22	KY21.Chr1.977
KH.L119.27	KY21.Chr1.978
KH.L119.15	KY21.Chr1.980
KH.L119.28	KY21.Chr1.981
KH.C1.1267	KY21.Chr1.982
KH.C1.1237	KY21.Chr1.983
KH.C1.1142	KY21.Chr1.985
KH.C1.90	KY21.Chr1.987
KH.C1.1175	KY21.Chr1.988
KH.S1525.1	KY21.Chr1.988
KH.C1.448	KY21.Chr1.989
KH.C1.864	KY21.Chr1.990
KH.C1.1021	KY21.Chr1.991
KH.C1.1047	KY21.Chr1.992
KH.C1.123	KY21.Chr1.993
KH.C1.170	KY21.Chr1.994
KH.C1.1044	KY21.Chr1.995
KH.C1.85	KY21.Chr1.996
KH.C1.1239	KY21.Chr1.997
KH.S1371.2	KY21.Chr1.998
KH.L129.10	KY21.Chr1.999
KH.C1.544	KY21.Chr1.1000
KH.C1.325	KY21.Chr1.1001
KH.C1.1086	KY21.Chr1.1002
KH.C1.289	KY21.Chr1.1004
KH.C1.814	KY21.Chr1.1005
KH.C1.1187	KY21.Chr1.1006
KH.C1.938	KY21.Chr1.1008
KH.C1.634	KY21.Chr1.1009
KH.C1.1134	KY21.Chr1.1010
KH.C1.726	KY21.Chr1.1011
KH.C1.247	KY21.Chr1.1012
KH.C1.478	KY21.Chr1.1013
KH.C1.1292	KY21.Chr1.1014
KH.C1.703	KY21.Chr1.1015
KH.C1.6	KY21.Chr1.1016
KH.S1826.2	KY21.Chr1.1017
KH.S1826.1	KY21.Chr1.1018
KH.C1.708	KY21.Chr1.1019
KH.C1.192	KY21.Chr1.1020
KH.C1.668	KY21.Chr1.1021
KH.C1.109	KY21.Chr1.1022
KH.C1.672	KY21.Chr1.1023
KH.C1.1054	KY21.Chr1.1024
KH.C1.1193	KY21.Chr1.1025
KH.C1.393	KY21.Chr1.1026
KH.C1.612	KY21.Chr1.1027
KH.C1.929	KY21.Chr1.1028
KH.C1.1213	KY21.Chr1.1029
KH.C1.1209	KY21.Chr1.1030
KH.C1.854	KY21.Chr1.1031
KH.C1.587	KY21.Chr1.1032
KH.C1.1196	KY21.Chr1.1033
KH.C1.334	KY21.Chr1.1035
KH.C1.340	KY21.Chr1.1037
KH.C1.602	KY21.Chr1.1038
KH.C1.417	KY21.Chr1.1040
KH.C1.967	KY21.Chr1.1041
KH.C1.358	KY21.Chr1.1042
KH.C1.766	KY21.Chr1.1043
KH.C1.224	KY21.Chr1.1044
KH.C1.1084	KY21.Chr1.1045
KH.C1.75	KY21.Chr1.1046
KH.C1.692	KY21.Chr1.1047
KH.C1.552	KY21.Chr1.1048
KH.C1.887	KY21.Chr1.1049
KH.C1.902	KY21.Chr1.1050
KH.C1.710	KY21.Chr1.1051
KH.C1.117	KY21.Chr1.1052
KH.C1.39	KY21.Chr1.1054
KH.C1.202	KY21.Chr1.1055
KH.C1.1278	KY21.Chr1.1056
KH.C1.699	KY21.Chr1.1057
KH.C1.488	KY21.Chr1.1058
KH.C1.956	KY21.Chr1.1059
KH.C1.1145	KY21.Chr1.1060
KH.C1.363	KY21.Chr1.1061
KH.C1.883	KY21.Chr1.1062
KH.C1.1016	KY21.Chr1.1063
KH.C1.856	KY21.Chr1.1064
KH.C1.662	KY21.Chr1.1065
KH.C1.288	KY21.Chr1.1066
KH.C1.225	KY21.Chr1.1067
KH.C1.1272	KY21.Chr1.1068
KH.S1927.1	KY21.Chr1.1071
KH.L123.1	KY21.Chr1.1072
KH.L123.3	KY21.Chr1.1073
KH.L123.4	KY21.Chr1.1074
KH.L123.7	KY21.Chr1.1075
KH.L123.2	KY21.Chr1.1076
KH.L123.6	KY21.Chr1.1077
KH.L123.8	KY21.Chr1.1078
KH.L84.33	KY21.Chr1.1080
KH.L84.22	KY21.Chr1.1081
KH.S1557.1	KY21.Chr1.1082
KH.L84.8	KY21.Chr1.1085
KH.L84.10	KY21.Chr1.1086
KH.L84.26	KY21.Chr1.1087
KH.L84.15	KY21.Chr1.1088
KH.L84.27	KY21.Chr1.1089
KH.L84.32	KY21.Chr1.1090
KH.L84.16	KY21.Chr1.1091
KH.L84.20	KY21.Chr1.1092
KH.L84.2	KY21.Chr1.1093
KH.L84.31	KY21.Chr1.1095
KH.L84.6	KY21.Chr1.1096
KH.L84.4	KY21.Chr1.1097
KH.L84.29	KY21.Chr1.1098
KH.L84.14	KY21.Chr1.1099
KH.L84.19	KY21.Chr1.1100
KH.L84.3	KY21.Chr1.1101
KH.L84.5	KY21.Chr1.1102
KH.L84.25	KY21.Chr1.1103
KH.L84.18	KY21.Chr1.1104
KH.L84.1	KY21.Chr1.1105
KH.S1906.2	KY21.Chr1.1106
KH.S1906.1	KY21.Chr1.1107
KH.L84.30	KY21.Chr1.1108
KH.L84.21	KY21.Chr1.1109
KH.L84.24	KY21.Chr1.1110
KH.L84.28	KY21.Chr1.1111
KH.L84.23	KY21.Chr1.1112
KH.L84.11	KY21.Chr1.1114
KH.L84.13	KY21.Chr1.1115
KH.L84.9	KY21.Chr1.1116
KH.L84.12	KY21.Chr1.1116
KH.L84.7	KY21.Chr1.1117
KH.S714.4	KY21.Chr1.1117
KH.S714.6	KY21.Chr1.1118
KH.S714.2	KY21.Chr1.1119
KH.S714.5	KY21.Chr1.1120
KH.S714.1	KY21.Chr1.1121
KH.S714.3	KY21.Chr1.1122
KH.S1184.2	KY21.Chr1.1124
KH.L61.2	KY21.Chr1.1126
KH.L61.1	KY21.Chr1.1128
KH.L61.14	KY21.Chr1.1130
KH.L61.15	KY21.Chr1.1131
KH.L61.4	KY21.Chr1.1132
KH.L61.10	KY21.Chr1.1133
KH.L61.12	KY21.Chr1.1134
KH.L61.16	KY21.Chr1.1135
KH.L61.9	KY21.Chr1.1136
KH.L61.8	KY21.Chr1.1137
KH.L61.11	KY21.Chr1.1138
KH.L61.5	KY21.Chr1.1139
KH.L61.13	KY21.Chr1.1140
KH.L61.3	KY21.Chr1.1141
KH.L61.17	KY21.Chr1.1142
KH.C1.1130	KY21.Chr1.1144
KH.C1.1015	KY21.Chr1.1145
KH.C1.807	KY21.Chr1.1146
KH.C1.386	KY21.Chr1.1147
KH.C1.1057	KY21.Chr1.1148
KH.C1.427	KY21.Chr1.1149
KH.C1.336	KY21.Chr1.1150
KH.C1.281	KY21.Chr1.1151
KH.C1.833	KY21.Chr1.1152
KH.C1.439	KY21.Chr1.1153
KH.C1.372	KY21.Chr1.1154
KH.C1.505	KY21.Chr1.1156
KH.C1.862	KY21.Chr1.1157
KH.C1.390	KY21.Chr1.1158
KH.C1.761	KY21.Chr1.1159
KH.C1.1205	KY21.Chr1.1160
KH.C1.992	KY21.Chr1.1161
KH.C1.741	KY21.Chr1.1162
KH.C1.398	KY21.Chr1.1163
KH.C1.569	KY21.Chr1.1164
KH.C1.302	KY21.Chr1.1165
KH.C1.848	KY21.Chr1.1166
KH.C1.1234	KY21.Chr1.1167
KH.C1.982	KY21.Chr1.1168
KH.C1.1133	KY21.Chr1.1169
KH.C1.1217	KY21.Chr1.1170
KH.C1.774	KY21.Chr1.1171
KH.C1.1008	KY21.Chr1.1172
KH.C1.1059	KY21.Chr1.1173
KH.C1.1095	KY21.Chr1.1174
KH.C1.328	KY21.Chr1.1175
KH.C1.35	KY21.Chr1.1176
KH.C1.7	KY21.Chr1.1177
KH.C1.37	KY21.Chr1.1179
KH.L37.45	KY21.Chr1.1179
KH.C1.643	KY21.Chr1.1180
KH.C1.756	KY21.Chr1.1181
KH.C1.931	KY21.Chr1.1187
KH.C1.353	KY21.Chr1.1189
KH.C1.652	KY21.Chr1.1190
KH.C1.686	KY21.Chr1.1191
KH.C1.274	KY21.Chr1.1192
KH.C1.707	KY21.Chr1.1193
KH.C1.3	KY21.Chr1.1194
KH.C1.102	KY21.Chr1.1198
KH.C1.711	KY21.Chr1.1199
KH.C1.1184	KY21.Chr1.1200
KH.C1.1058	KY21.Chr1.1201
KH.C1.1110	KY21.Chr1.1202
KH.C1.125	KY21.Chr1.1203
KH.C1.295	KY21.Chr1.1204
KH.C1.316	KY21.Chr1.1205
KH.C1.175	KY21.Chr1.1206
KH.C1.638	KY21.Chr1.1207
KH.C1.467	KY21.Chr1.1208
KH.C1.53	KY21.Chr1.1209
KH.C1.342	KY21.Chr1.1210
KH.C1.1265	KY21.Chr1.1211
KH.C1.447	KY21.Chr1.1212
KH.C1.244	KY21.Chr1.1213
KH.C1.24	KY21.Chr1.1214
KH.S655.2	KY21.Chr1.1215
KH.S655.3	KY21.Chr1.1218
KH.S655.4	KY21.Chr1.1219
KH.C1.365	KY21.Chr1.1220
KH.C1.409	KY21.Chr1.1226
KH.C1.1280	KY21.Chr1.1227
KH.C1.200	KY21.Chr1.1228
KH.C1.1244	KY21.Chr1.1229
KH.C1.506	KY21.Chr1.1230
KH.C1.1232	KY21.Chr1.1231
KH.C1.675	KY21.Chr1.1232
KH.C1.1236	KY21.Chr1.1233
KH.C1.12	KY21.Chr1.1234
KH.C1.362	KY21.Chr1.1235
KH.C1.194	KY21.Chr1.1236
KH.C1.339	KY21.Chr1.1237
KH.C1.685	KY21.Chr1.1238
KH.C1.1076	KY21.Chr1.1239
KH.C1.179	KY21.Chr1.1241
KH.S1821.1	KY21.Chr1.1241
KH.C1.380	KY21.Chr1.1242
KH.C1.808	KY21.Chr1.1243
KH.C1.731	KY21.Chr1.1244
KH.C1.54	KY21.Chr1.1245
KH.C1.418	KY21.Chr1.1246
KH.C1.154	KY21.Chr1.1247
KH.C1.13	KY21.Chr1.1248
KH.C1.1060	KY21.Chr1.1249
KH.C1.651	KY21.Chr1.1250
KH.C1.571	KY21.Chr1.1251
KH.C1.794	KY21.Chr1.1252
KH.C1.319	KY21.Chr1.1255
KH.C1.1211	KY21.Chr1.1257
KH.C1.271	KY21.Chr1.1260
KH.C1.1129	KY21.Chr1.1262
KH.C1.775	KY21.Chr1.1263
KH.C1.586	KY21.Chr1.1264
KH.C1.499	KY21.Chr1.1266
KH.C1.829	KY21.Chr1.1268
KH.C1.229	KY21.Chr1.1270
KH.C1.330	KY21.Chr1.1271
KH.C1.784	KY21.Chr1.1273
KH.C1.407	KY21.Chr1.1275
KH.C1.904	KY21.Chr1.1276
KH.C1.76	KY21.Chr1.1277
KH.C1.926	KY21.Chr1.1278
KH.C1.1063	KY21.Chr1.1279
KH.C1.31	KY21.Chr1.1283
KH.C1.428	KY21.Chr1.1286
KH.C1.1231	KY21.Chr1.1287
KH.C1.491	KY21.Chr1.1288
KH.C1.385	KY21.Chr1.1289
KH.C1.209	KY21.Chr1.1290
KH.C1.694	KY21.Chr1.1291
KH.C1.364	KY21.Chr1.1292
KH.C1.978	KY21.Chr1.1293
KH.C1.932	KY21.Chr1.1295
KH.C1.1172	KY21.Chr1.1296
KH.C1.212	KY21.Chr1.1297
KH.C1.279	KY21.Chr1.1298
KH.C1.1178	KY21.Chr1.1300
KH.C1.413	KY21.Chr1.1301
KH.C1.480	KY21.Chr1.1302
KH.C1.822	KY21.Chr1.1303
KH.C1.197	KY21.Chr1.1304
KH.C1.721	KY21.Chr1.1306
KH.C1.762	KY21.Chr1.1307
KH.C1.1031	KY21.Chr1.1308
KH.C1.679	KY21.Chr1.1309
KH.C1.861	KY21.Chr1.1310
KH.C1.236	KY21.Chr1.1311
KH.C1.768	KY21.Chr1.1312
KH.C1.253	KY21.Chr1.1313
KH.C1.456	KY21.Chr1.1314
KH.C1.565	KY21.Chr1.1315
KH.C1.976	KY21.Chr1.1316
KH.C1.248	KY21.Chr1.1319
KH.C1.153	KY21.Chr1.1320
KH.C1.614	KY21.Chr1.1322
KH.C1.718	KY21.Chr1.1324
KH.C1.16	KY21.Chr1.1325
KH.C1.849	KY21.Chr1.1326
KH.C1.350	KY21.Chr1.1329
KH.C1.1007	KY21.Chr1.1330
KH.C1.70	KY21.Chr1.1332
KH.C1.882	KY21.Chr1.1333
KH.C1.815	KY21.Chr1.1334
KH.C1.521	KY21.Chr1.1335
KH.C1.116	KY21.Chr1.1336
KH.C1.727	KY21.Chr1.1337
KH.C1.504	KY21.Chr1.1338
KH.C1.1073	KY21.Chr1.1339
KH.C1.293	KY21.Chr1.1340
KH.C1.1273	KY21.Chr1.1341
KH.C1.1079	KY21.Chr1.1342
KH.C1.1148	KY21.Chr1.1344
KH.C1.892	KY21.Chr1.1345
KH.C1.545	KY21.Chr1.1346
KH.C1.459	KY21.Chr1.1347
KH.C1.410	KY21.Chr1.1349
KH.C1.433	KY21.Chr1.1350
KH.C1.1043	KY21.Chr1.1351
KH.C1.579	KY21.Chr1.1353
KH.C1.391	KY21.Chr1.1354
KH.C1.551	KY21.Chr1.1356
KH.C1.135	KY21.Chr1.1358
KH.C1.647	KY21.Chr1.1359
KH.C1.653	KY21.Chr1.1360
KH.C1.644	KY21.Chr1.1361
KH.C1.263	KY21.Chr1.1362
KH.L18.139	KY21.Chr1.1362
KH.L18.35	KY21.Chr1.1363
KH.L18.41	KY21.Chr1.1364
KH.L18.54	KY21.Chr1.1365
KH.L18.68	KY21.Chr1.1366
KH.L18.127	KY21.Chr1.1368
KH.L18.3	KY21.Chr1.1369
KH.L18.142	KY21.Chr1.1371
KH.L18.104	KY21.Chr1.1372
KH.L18.110	KY21.Chr1.1373
KH.L18.42	KY21.Chr1.1374
KH.L18.89	KY21.Chr1.1375
KH.L18.79	KY21.Chr1.1376
KH.L18.39	KY21.Chr1.1378
KH.L18.19	KY21.Chr1.1379
KH.L18.60	KY21.Chr1.1380
KH.L18.140	KY21.Chr1.1381
KH.L18.96	KY21.Chr1.1384
KH.L18.69	KY21.Chr1.1385
KH.L18.86	KY21.Chr1.1386
KH.L18.75	KY21.Chr1.1387
KH.L18.53	KY21.Chr1.1388
KH.L18.37	KY21.Chr1.1389
KH.L18.126	KY21.Chr1.1390
KH.L18.100	KY21.Chr1.1393
KH.L18.80	KY21.Chr1.1394
KH.L18.87	KY21.Chr1.1395
KH.L18.51	KY21.Chr1.1396
KH.L18.2	KY21.Chr1.1397
KH.L18.73	KY21.Chr1.1399
KH.L18.21	KY21.Chr1.1400
KH.L18.15	KY21.Chr1.1401
KH.L18.10	KY21.Chr1.1402
KH.L18.109	KY21.Chr1.1403
KH.L18.121	KY21.Chr1.1403
KH.L18.91	KY21.Chr1.1404
KH.L18.6	KY21.Chr1.1405
KH.L18.114	KY21.Chr1.1406
KH.L18.94	KY21.Chr1.1407
KH.L18.81	KY21.Chr1.1408
KH.L18.97	KY21.Chr1.1409
KH.L18.85	KY21.Chr1.1410
KH.L18.32	KY21.Chr1.1411
KH.L18.82	KY21.Chr1.1412
KH.L18.103	KY21.Chr1.1414
KH.L18.129	KY21.Chr1.1415
KH.L18.124	KY21.Chr1.1416
KH.S1466.1	KY21.Chr1.1416
KH.L18.20	KY21.Chr1.1417
KH.L18.128	KY21.Chr1.1418
KH.L18.132	KY21.Chr1.1418
KH.L18.130	KY21.Chr1.1419
KH.L18.136	KY21.Chr1.1420
KH.L18.46	KY21.Chr1.1421
KH.L18.122	KY21.Chr1.1422
KH.L18.71	KY21.Chr1.1423
KH.L18.43	KY21.Chr1.1424
KH.L18.119	KY21.Chr1.1427
KH.L18.17	KY21.Chr1.1429
KH.L18.118	KY21.Chr1.1430
KH.L18.63	KY21.Chr1.1431
KH.L18.78	KY21.Chr1.1432
KH.L18.11	KY21.Chr1.1433
KH.L18.123	KY21.Chr1.1434
KH.L18.120	KY21.Chr1.1435
KH.L18.61	KY21.Chr1.1436
KH.L18.84	KY21.Chr1.1437
KH.L18.64	KY21.Chr1.1438
KH.L18.137	KY21.Chr1.1439
KH.L18.8	KY21.Chr1.1440
KH.L18.33	KY21.Chr1.1441
KH.L18.117	KY21.Chr1.1442
KH.L18.12	KY21.Chr1.1444
KH.L18.134	KY21.Chr1.1445
KH.L18.22	KY21.Chr1.1446
KH.L18.49	KY21.Chr1.1448
KH.L18.45	KY21.Chr1.1449
KH.L18.9	KY21.Chr1.1450
KH.L18.27	KY21.Chr1.1451
KH.L18.138	KY21.Chr1.1452
KH.L18.111	KY21.Chr1.1453
KH.L18.102	KY21.Chr1.1454
KH.L18.57	KY21.Chr1.1455
KH.L18.50	KY21.Chr1.1457
KH.L18.38	KY21.Chr1.1458
KH.L18.65	KY21.Chr1.1459
KH.L18.113	KY21.Chr1.1460
KH.L18.34	KY21.Chr1.1461
KH.L18.5	KY21.Chr1.1462
KH.L18.29	KY21.Chr1.1463
KH.L18.74	KY21.Chr1.1464
KH.L18.31	KY21.Chr1.1465
KH.L18.55	KY21.Chr1.1466
KH.L18.30	KY21.Chr1.1467
KH.L18.116	KY21.Chr1.1468
KH.L18.92	KY21.Chr1.1469
KH.L18.88	KY21.Chr1.1470
KH.L18.25	KY21.Chr1.1471
KH.L18.1	KY21.Chr1.1472
KH.L18.95	KY21.Chr1.1473
KH.L18.133	KY21.Chr1.1474
KH.L18.4	KY21.Chr1.1475
KH.L18.93	KY21.Chr1.1476
KH.L18.48	KY21.Chr1.1477
KH.L18.131	KY21.Chr1.1478
KH.L18.77	KY21.Chr1.1479
KH.L18.58	KY21.Chr1.1480
KH.L18.47	KY21.Chr1.1481
KH.L18.24	KY21.Chr1.1482
KH.L18.18	KY21.Chr1.1484
KH.L18.90	KY21.Chr1.1485
KH.L18.7	KY21.Chr1.1486
KH.L18.115	KY21.Chr1.1487
KH.L18.16	KY21.Chr1.1488
KH.L18.72	KY21.Chr1.1489
KH.L18.26	KY21.Chr1.1492
KH.L18.40	KY21.Chr1.1497
KH.L18.67	KY21.Chr1.1498
KH.L18.23	KY21.Chr1.1499
KH.L18.135	KY21.Chr1.1500
KH.L18.13	KY21.Chr1.1501
KH.L18.125	KY21.Chr1.1502
KH.L18.76	KY21.Chr1.1503
KH.L18.14	KY21.Chr1.1504
KH.L18.101	KY21.Chr1.1505
KH.L18.56	KY21.Chr1.1506
KH.L18.52	KY21.Chr1.1507
KH.L18.107	KY21.Chr1.1508
KH.L18.70	KY21.Chr1.1509
KH.L18.83	KY21.Chr1.1510
KH.L18.99	KY21.Chr1.1511
KH.L18.105	KY21.Chr1.1512
KH.L18.36	KY21.Chr1.1513
KH.L18.62	KY21.Chr1.1514
KH.L18.106	KY21.Chr1.1515
KH.C1.642	KY21.Chr1.1516
KH.C1.1173	KY21.Chr1.1517
KH.C1.1102	KY21.Chr1.1518
KH.C1.958	KY21.Chr1.1519
KH.C1.1136	KY21.Chr1.1520
KH.C1.985	KY21.Chr1.1521
KH.C1.1019	KY21.Chr1.1522
KH.C1.349	KY21.Chr1.1523
KH.C1.518	KY21.Chr1.1524
KH.C1.1257	KY21.Chr1.1525
KH.C1.173	KY21.Chr1.1526
KH.C1.760	KY21.Chr1.1527
KH.C1.697	KY21.Chr1.1528
KH.C1.211	KY21.Chr1.1529
KH.C1.947	KY21.Chr1.1530
KH.C1.918	KY21.Chr1.1531
KH.C1.250	KY21.Chr1.1532
KH.C1.314	KY21.Chr1.1533
KH.C1.611	KY21.Chr1.1534
KH.C1.1286	KY21.Chr1.1535
KH.C1.599	KY21.Chr1.1536
KH.C1.1271	KY21.Chr1.1538
KH.C1.825	KY21.Chr1.1539
KH.C1.1294	KY21.Chr1.1540
KH.C1.1168	KY21.Chr1.1541
KH.C1.338	KY21.Chr1.1542
KH.C1.214	KY21.Chr1.1543
KH.C1.899	KY21.Chr1.1544
KH.C1.164	KY21.Chr1.1545
KH.C1.804	KY21.Chr1.1546
KH.C1.1046	KY21.Chr1.1549
KH.C1.572	KY21.Chr1.1550
KH.C1.28	KY21.Chr1.1551
KH.C1.169	KY21.Chr1.1552
KH.C1.182	KY21.Chr1.1553
KH.C1.1074	KY21.Chr1.1554
KH.C1.465	KY21.Chr1.1555
KH.C1.1026	KY21.Chr1.1556
KH.C1.45	KY21.Chr1.1559
KH.C1.742	KY21.Chr1.1560
KH.C1.333	KY21.Chr1.1562
KH.C1.986	KY21.Chr1.1563
KH.C1.720	KY21.Chr1.1564
KH.S1592.1	KY21.Chr1.1565
KH.C1.332	KY21.Chr1.1567
KH.C1.618	KY21.Chr1.1569
KH.C1.533	KY21.Chr1.1570
KH.C1.1119	KY21.Chr1.1572
KH.C1.262	KY21.Chr1.1573
KH.C1.258	KY21.Chr1.1574
KH.C1.1154	KY21.Chr1.1575
KH.C1.573	KY21.Chr1.1577
KH.C1.122	KY21.Chr1.1578
KH.C1.1078	KY21.Chr1.1579
KH.C1.1261	KY21.Chr1.1580
KH.C1.419	KY21.Chr1.1581
KH.C1.1297	KY21.Chr1.1583
KH.C1.203	KY21.Chr1.1584
KH.C1.235	KY21.Chr1.1585
KH.C1.136	KY21.Chr1.1587
KH.C1.315	KY21.Chr1.1589
KH.C1.1285	KY21.Chr1.1590
KH.C1.616	KY21.Chr1.1591
KH.C1.127	KY21.Chr1.1592
KH.C1.606	KY21.Chr1.1593
KH.C1.1093	KY21.Chr1.1594
KH.C1.1240	KY21.Chr1.1595
KH.C1.19	KY21.Chr1.1596
KH.C1.174	KY21.Chr1.1597
KH.C1.290	KY21.Chr1.1598
KH.C1.610	KY21.Chr1.1600
KH.C1.406	KY21.Chr1.1602
KH.C1.851	KY21.Chr1.1603
KH.C1.990	KY21.Chr1.1604
KH.C1.712	KY21.Chr1.1605
KH.C1.1017	KY21.Chr1.1606
KH.C1.1141	KY21.Chr1.1607
KH.C1.2	KY21.Chr1.1608
KH.C1.1174	KY21.Chr1.1609
KH.C1.624	KY21.Chr1.1610
KH.C1.1259	KY21.Chr1.1611
KH.C1.1223	KY21.Chr1.1612
KH.C1.966	KY21.Chr1.1613
KH.C1.41	KY21.Chr1.1614
KH.C1.630	KY21.Chr1.1615
KH.C1.877	KY21.Chr1.1616
KH.C1.981	KY21.Chr1.1617
KH.C1.916	KY21.Chr1.1618
KH.C1.436	KY21.Chr1.1619
KH.C1.1126	KY21.Chr1.1620
KH.C1.1003	KY21.Chr1.1621
KH.C1.1101	KY21.Chr1.1622
KH.C1.687	KY21.Chr1.1623
KH.C1.1241	KY21.Chr1.1624
KH.C1.1042	KY21.Chr1.1630
KH.C1.394	KY21.Chr1.1631
KH.C1.371	KY21.Chr1.1632
KH.C1.64	KY21.Chr1.1633
KH.C1.758	KY21.Chr1.1634
KH.C1.960	KY21.Chr1.1636
KH.C1.878	KY21.Chr1.1637
KH.C1.166	KY21.Chr1.1638
KH.C1.836	KY21.Chr1.1639
KH.C1.55	KY21.Chr1.1640
KH.C1.216	KY21.Chr1.1641
KH.C1.1186	KY21.Chr1.1642
KH.C1.20	KY21.Chr1.1644
KH.C1.422	KY21.Chr1.1646
KH.C1.704	KY21.Chr1.1647
KH.C1.49	KY21.Chr1.1648
KH.C1.1150	KY21.Chr1.1648
KH.C1.748	KY21.Chr1.1649
KH.C1.886	KY21.Chr1.1650
KH.C1.111	KY21.Chr1.1651
KH.C1.770	KY21.Chr1.1653
KH.C1.1096	KY21.Chr1.1654
KH.S1051.1	KY21.Chr1.1655
KH.S1051.2	KY21.Chr1.1656
KH.C1.228	KY21.Chr1.1659
KH.C1.840	KY21.Chr1.1660
KH.C1.580	KY21.Chr1.1661
KH.C1.876	KY21.Chr1.1662
KH.C1.920	KY21.Chr1.1663
KH.C1.437	KY21.Chr1.1664
KH.C1.171	KY21.Chr1.1665
KH.C1.645	KY21.Chr1.1666
KH.L66.4	KY21.Chr1.1667
KH.L66.5	KY21.Chr1.1668
KH.L66.3	KY21.Chr1.1669
KH.L66.2	KY21.Chr1.1670
KH.L66.1	KY21.Chr1.1671
KH.C1.416	KY21.Chr1.1672
KH.C1.964	KY21.Chr1.1673
KH.C1.65	KY21.Chr1.1674
KH.C1.1069	KY21.Chr1.1675
KH.C1.896	KY21.Chr1.1676
KH.C1.795	KY21.Chr1.1677
KH.C1.839	KY21.Chr1.1679
KH.C1.972	KY21.Chr1.1680
KH.C1.639	KY21.Chr1.1681
KH.C1.26	KY21.Chr1.1682
KH.C1.1025	KY21.Chr1.1683
KH.C1.255	KY21.Chr1.1684
KH.C1.793	KY21.Chr1.1685
KH.C1.52	KY21.Chr1.1686
KH.C1.810	KY21.Chr1.1687
KH.C1.656	KY21.Chr1.1688
KH.C1.660	KY21.Chr1.1689
KH.C1.161	KY21.Chr1.1690
KH.C1.693	KY21.Chr1.1692
KH.C1.646	KY21.Chr1.1693
KH.C1.537	KY21.Chr1.1694
KH.C1.1051	KY21.Chr1.1695
KH.C1.105	KY21.Chr1.1697
KH.C1.241	KY21.Chr1.1698
KH.C1.1304	KY21.Chr1.1700
KH.C1.1116	KY21.Chr1.1701
KH.C1.688	KY21.Chr1.1702
KH.C1.347	KY21.Chr1.1703
KH.C1.294	KY21.Chr1.1704
KH.C1.495	KY21.Chr1.1705
KH.C1.501	KY21.Chr1.1706
KH.C1.1283	KY21.Chr1.1707
KH.C1.1183	KY21.Chr1.1710
KH.C1.464	KY21.Chr1.1711
KH.C1.1189	KY21.Chr1.1712
KH.C1.1266	KY21.Chr1.1713
KH.C1.40	KY21.Chr1.1714
KH.C1.423	KY21.Chr1.1715
KH.C1.297	KY21.Chr1.1716
KH.S1007.3	KY21.Chr1.1717
KH.S1007.2	KY21.Chr1.1718
KH.S1007.4	KY21.Chr1.1719
KH.S1007.1	KY21.Chr1.1721
KH.C1.1262	KY21.Chr1.1722
KH.C1.251	KY21.Chr1.1723
KH.C1.1207	KY21.Chr1.1724
KH.C1.705	KY21.Chr1.1725
KH.C1.1229	KY21.Chr1.1726
KH.C1.259	KY21.Chr1.1727
KH.C1.776	KY21.Chr1.1728
KH.C1.1055	KY21.Chr1.1729
KH.C1.547	KY21.Chr1.1730
KH.C1.819	KY21.Chr1.1731
KH.C1.1210	KY21.Chr1.1732
KH.C1.420	KY21.Chr1.1733
KH.C1.455	KY21.Chr1.1734
KH.C1.641	KY21.Chr1.1737
KH.C1.106	KY21.Chr1.1739
KH.C1.613	KY21.Chr1.1740
KH.C1.945	KY21.Chr1.1741
KH.C1.987	KY21.Chr1.1742
KH.C1.473	KY21.Chr1.1743
KH.C1.1137	KY21.Chr1.1744
KH.C1.242	KY21.Chr1.1745
KH.C1.570	KY21.Chr1.1745
KH.C1.728	KY21.Chr1.1745
KH.C1.942	KY21.Chr1.1746
KH.C1.321	KY21.Chr1.1747
KH.C1.291	KY21.Chr1.1748
KH.C1.452	KY21.Chr1.1749
KH.C1.874	KY21.Chr1.1749
KH.C1.30	KY21.Chr1.1750
KH.C1.261	KY21.Chr1.1751
KH.C1.1106	KY21.Chr1.1752
KH.C1.1089	KY21.Chr1.1753
KH.C1.217	KY21.Chr1.1754
KH.C1.298	KY21.Chr1.1755
