KY2021,KH2012,KH2013,uniprot,fullname
KY21.Chr1.1324,,,Q8NBI5,"Equilibrative nucleobase transporter 1 {ECO:0000303|PubMed:26455426, ECO:0000303|PubMed:32339528}"
KY21.Chr1.1325,KH.C1.16,KH.C1.16,Q8NBI5,"Equilibrative nucleobase transporter 1 {ECO:0000303|PubMed:26455426, ECO:0000303|PubMed:32339528}"
KY21.Chr1.1329,KH.C1.350,KH.C1.350,Q99720,Sigma non-opioid intracellular receptor 1
KY21.Chr1.133,KH.C1.286,KH.C1.286,Q8NE09,Regulator of G-protein signaling 22
KY21.Chr1.1330,KH.C1.1007,KH.C1.1007,Q9BRQ4,Cilia- and flagella-associated protein 300 {ECO:0000305}
KY21.Chr1.1332,KH.C1.70,KH.C1.70,Q9BZF1,Oxysterol-binding protein-related protein 8
KY21.Chr1.1333,KH.C1.882,KH.C1.882,Q9BRN9,TM2 domain-containing protein 3
KY21.Chr1.1334,KH.C1.815,KH.C1.815,Q9GZT4,Serine racemase {ECO:0000303|PubMed:11054547}
KY21.Chr1.1335,KH.C1.521,KH.C1.521,Q9HBX9,Relaxin receptor 1
KY21.Chr1.1336,KH.C1.116,KH.C1.116,P51610,Host cell factor 1 {ECO:0000303|PubMed:10629049}
KY21.Chr1.1337,KH.C1.727,KH.C1.727,O60481,Zinc finger protein ZIC 3
KY21.Chr1.1338,KH.C1.504,KH.C1.504,Q14669,E3 ubiquitin-protein ligase TRIP12
KY21.Chr1.1339,KH.C1.1073,KH.C1.1073,Q8WW62,Transmembrane emp24 domain-containing protein 6
KY21.Chr1.1341,KH.C1.1273,KH.C1.1273,Q15910,Histone-lysine N-methyltransferase EZH2 {ECO:0000305}
KY21.Chr1.1342,KH.C1.1079,KH.C1.1079,P28562,Dual specificity protein phosphatase 1 {ECO:0000305}
KY21.Chr1.1344,KH.C1.1148,KH.C1.1148,P51993,4-galactosyl-N-acetylglucosaminide 3-alpha-L-fucosyltransferase FUT6 {ECO:0000305}
KY21.Chr1.1345,KH.C1.892,KH.C1.892,O95147,Dual specificity protein phosphatase 14
KY21.Chr1.1346,KH.C1.545,KH.C1.545,Q13002,"Glutamate receptor ionotropic, kainate 2"
KY21.Chr1.1347,KH.C1.459,KH.C1.459,Q8WV41,Sorting nexin-33
KY21.Chr1.1348,,,Q13976,cGMP-dependent protein kinase 1
KY21.Chr1.1349,KH.C1.410,KH.C1.410,Q99459,Cell division cycle 5-like protein
KY21.Chr1.135,,,Q15761,Neuropeptide Y receptor type 5
KY21.Chr1.1350,KH.C1.433,KH.C1.433,P56385,"ATP synthase subunit e, mitochondrial {ECO:0000305}"
KY21.Chr1.1351,KH.C1.1043,KH.C1.1043,Q14872,Metal regulatory transcription factor 1
KY21.Chr1.1352,KH.C1.1293,KH.C1.1293,O75095,Multiple epidermal growth factor-like domains protein 6
KY21.Chr1.1356,KH.C1.551,KH.C1.551,Q9NQW7,Xaa-Pro aminopeptidase 1 {ECO:0000305}
KY21.Chr1.1358,KH.C1.135,KH.C1.135,Q9NZD8,Maspardin
KY21.Chr1.1359,KH.C1.647,KH.C1.647,Q6UX04,Spliceosome-associated protein CWC27 homolog {ECO:0000305}
KY21.Chr1.136,KH.L144.3,KH.L144.3,P10242,Transcriptional activator Myb
KY21.Chr1.1360,KH.C1.653,KH.C1.653,Q8IYW2,Cilia- and flagella-associated protein 46 {ECO:0000305}
KY21.Chr1.1361,KH.C1.644,KH.C1.644,Q6PI26,Protein SHQ1 homolog
KY21.Chr1.1362,KH.C1.263,KH.C1.263,P36578,Large ribosomal subunit protein uL4 {ECO:0000303|PubMed:24524803}
KY21.Chr1.1363,KH.L18.35,KH.L18.35,O60320,Protein ENTREP2 {ECO:0000305}
KY21.Chr1.1364,KH.L18.41,KH.L18.41,O94901,SUN domain-containing protein 1 {ECO:0000305}
KY21.Chr1.1365,KH.L18.54,KH.L18.54,Q8IVP5,FUN14 domain-containing protein 1
KY21.Chr1.1367,KH.L18.66,KH.L18.66,O15550,Lysine-specific demethylase 6A
KY21.Chr1.1368,KH.L18.127,KH.L18.127,Q5CZC0,Fibrous sheath-interacting protein 2
KY21.Chr1.137,KH.L144.4,KH.L144.4,Q8N475,Follistatin-related protein 5
KY21.Chr1.1375,KH.L18.89,KH.L18.89,Q8IZF6,Adhesion G-protein coupled receptor G4 {ECO:0000303|PubMed:25713288}
KY21.Chr1.1376,KH.L18.79,KH.L18.79,Q96CA5,Baculoviral IAP repeat-containing protein 7
KY21.Chr1.1377,,,Q96AX9,E3 ubiquitin-protein ligase MIB2 {ECO:0000305}
KY21.Chr1.1378,KH.L18.39,KH.L18.39,Q96AX9,E3 ubiquitin-protein ligase MIB2 {ECO:0000305}
KY21.Chr1.1379,KH.L18.19,KH.L18.19,Q8WWZ8,Oncoprotein-induced transcript 3 protein
KY21.Chr1.138,KH.L144.5,KH.L144.5,Q7L266,Isoaspartyl peptidase/L-asparaginase
KY21.Chr1.1380,KH.L18.60,KH.L18.60,P07911,Uromodulin
KY21.Chr1.1381,KH.L18.140,KH.L18.140,Q9H300,"Presenilin-associated rhomboid-like protein, mitochondrial"
KY21.Chr1.1382,,,Q9BQI4,Coiled-coil domain-containing protein 3
KY21.Chr1.1384,KH.L18.96,KH.L18.96,Q14667,Bridge-like lipid transfer protein family member 2 {ECO:0000305}
KY21.Chr1.1385,KH.L18.69,KH.L18.69,P28838,Cytosol aminopeptidase {ECO:0000305}
KY21.Chr1.1386,KH.L18.86,KH.L18.86,Q9Y237,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
KY21.Chr1.1387,KH.L18.75,KH.L18.75,Q8NBI6,Xyloside xylosyltransferase 1 {ECO:0000303|PubMed:22117070}
KY21.Chr1.1388,KH.L18.53,KH.L18.53,Q86W33,Transmembrane protein adipocyte-associated 1
KY21.Chr1.139,,,Q9NZJ6,"Ubiquinone biosynthesis O-methyltransferase, mitochondrial {ECO:0000255|HAMAP-Rule:MF_03190}"
KY21.Chr1.1392,KH.L18.59,KH.L18.59,Q8IWN7,Retinitis pigmentosa 1-like 1 protein
KY21.Chr1.1393,KH.L18.100,KH.L18.100,Q9UNA3,"Alpha-1,4-N-acetylglucosaminyltransferase"
KY21.Chr1.1394,KH.L18.80,KH.L18.80,Q9NPC4,Lactosylceramide 4-alpha-galactosyltransferase
KY21.Chr1.1397,KH.L18.2,KH.L18.2,Q5I0G3,Putative malate dehydrogenase 1B
KY21.Chr1.140,KH.L144.9,KH.L144.9,P21964,Catechol O-methyltransferase {ECO:0000305}
KY21.Chr1.1400,KH.L18.21,KH.L18.21,A6PVC2,Protein monoglycylase TTLL8 {ECO:0000250|UniProtKB:A4Q9F1}
KY21.Chr1.1401,KH.L18.15,KH.L18.15,Q9NVN8,Guanine nucleotide-binding protein-like 3-like protein
KY21.Chr1.1402,KH.L18.10,KH.L18.10,Q9UPZ6,Thrombospondin type-1 domain-containing protein 7A
KY21.Chr1.1404,KH.L18.91,KH.L18.91,P51841,Retinal guanylyl cyclase 2
KY21.Chr1.1405,KH.L18.6,KH.L18.6,Q9C040,Tripartite motif-containing protein 2
KY21.Chr1.1406,KH.L18.114,KH.L18.114,Q8NE62,"Choline dehydrogenase, mitochondrial"
KY21.Chr1.1407,KH.L18.94,KH.L18.94,Q5TA50,"Ceramide-1-phosphate transfer protein {ECO:0000303|PubMed:23863933, ECO:0000305}"
KY21.Chr1.1408,KH.L18.81,KH.L18.81,Q9NSK0,Kinesin light chain 4
KY21.Chr1.1409,KH.L18.97,KH.L18.97,Q9H0E3,Histone deacetylase complex subunit SAP130
KY21.Chr1.141,KH.L144.7,KH.L144.7,Q8NEN9,PDZ domain-containing protein 8 {ECO:0000305}
KY21.Chr1.1410,KH.L18.85,KH.L18.85,P0DPB3,Schwannomin-interacting protein 1 {ECO:0000312|HGNC:HGNC:15678}
KY21.Chr1.1411,KH.L18.32,KH.L18.32,Q06124,Tyrosine-protein phosphatase non-receptor type 11
KY21.Chr1.1412,KH.L18.82,KH.L18.82,Q8WWT9,Na(+)/dicarboxylate cotransporter 3 {ECO:0000303|PubMed:30635937}
KY21.Chr1.1414,KH.L18.103,KH.L18.103,Q8IWX5,Sphingosine-1-phosphate phosphatase 2 {ECO:0000305}
KY21.Chr1.1415,KH.L18.129,KH.L18.129,P62330,ADP-ribosylation factor 6 {ECO:0000303|Ref.6}
KY21.Chr1.1416,KH.L18.124,KH.L18.124,P0CI00,Putative zinc finger protein 705B
KY21.Chr1.1417,KH.L18.20,KH.L18.20,P15056,Serine/threonine-protein kinase B-raf {ECO:0000305}
KY21.Chr1.1418,KH.L18.128,KH.L18.128,Q7Z410,Transmembrane protease serine 9
KY21.Chr1.142,KH.L144.6,KH.L144.6,Q9UKX7,Nuclear pore complex protein Nup50
KY21.Chr1.1421,KH.L18.46,KH.L18.46,Q8TES7,Fas-binding factor 1
KY21.Chr1.1422,KH.L18.122,KH.L18.122,Q9NRF9,DNA polymerase epsilon subunit 3
KY21.Chr1.1423,KH.L18.71,KH.L18.71,Q96CM3,"Pseudouridylate synthase RPUSD4, mitochondrial {ECO:0000305}"
KY21.Chr1.1424,KH.L18.43,KH.L18.43,P04275,von Willebrand factor
KY21.Chr1.1425,,,Q3ZCN5,Otogelin-like protein
KY21.Chr1.1427,KH.L18.119,KH.L18.119,Q13136,Liprin-alpha-1
KY21.Chr1.1429,KH.L18.17,KH.L18.17,Q9Y5Z6,"Beta-1,3-galactosyltransferase 1 {ECO:0000305}"
KY21.Chr1.143,KH.L144.2,KH.L144.2,Q96BD5,PHD finger protein 21A
KY21.Chr1.1430,KH.L18.118,KH.L18.118,Q24JQ0,UDP-N-acetylglucosamine transporter TMEM241 {ECO:0000305}
KY21.Chr1.1431,KH.L18.63,KH.L18.63,P00387,NADH-cytochrome b5 reductase 3 {ECO:0000305}
KY21.Chr1.1432,KH.L18.78,KH.L18.78,P35240,Merlin
KY21.Chr1.1433,KH.L18.11,KH.L18.11,Q9H477,"Ribokinase {ECO:0000255|HAMAP-Rule:MF_03215, ECO:0000303|PubMed:17585908}"
KY21.Chr1.1434,KH.L18.123,KH.L18.123,Q9NVH0,Exonuclease 3'-5' domain-containing protein 2 {ECO:0000303|PubMed:26807646}
KY21.Chr1.1435,KH.L18.120,KH.L18.120,Q9H3H1,tRNA dimethylallyltransferase
KY21.Chr1.1436,KH.L18.61,KH.L18.61,O00418,Eukaryotic elongation factor 2 kinase
KY21.Chr1.1437,KH.L18.84,KH.L18.84,P09958,Furin {ECO:0000303|PubMed:7690548}
KY21.Chr1.144,KH.L144.10,KH.L144.10,Q9BXA7,Testis-specific serine/threonine-protein kinase 1
KY21.Chr1.1440,KH.L18.8,KH.L18.8,P09958,Furin {ECO:0000303|PubMed:7690548}
KY21.Chr1.1441,KH.L18.33,KH.L18.33,Q8TAQ5,Zinc finger protein 420
KY21.Chr1.1442,KH.L18.117,KH.L18.117,Q9NPH0,Lysophosphatidic acid phosphatase type 6
KY21.Chr1.1444,KH.L18.12,KH.L18.12,P48029,Sodium- and chloride-dependent creatine transporter 1
KY21.Chr1.1445,KH.L18.134,KH.L18.134,Q8NDY3,Inactive ADP-ribosyltransferase ARH2 {ECO:0000305}
KY21.Chr1.1446,KH.L18.22,KH.L18.22,O14756,17-beta-hydroxysteroid dehydrogenase type 6
KY21.Chr1.1447,,,Q13873,Bone morphogenetic protein receptor type-2
KY21.Chr1.1448,KH.L18.49,KH.L18.49,Q58DX5,Inactive N-acetylated-alpha-linked acidic dipeptidase-like protein 2
KY21.Chr1.145,KH.L144.12,KH.L144.12,A2VEC9,SCO-spondin {ECO:0000305}
KY21.Chr1.1450,KH.L18.9,KH.L18.9,P17020,Zinc finger protein 16
KY21.Chr1.1451,KH.L18.27,KH.L18.27,O75752,"UDP-GalNAc:beta-1,3-N-acetylgalactosaminyltransferase 1 {ECO:0000305}"
KY21.Chr1.1452,KH.L18.138,KH.L18.138,Q8NDG6,ATP-dependent RNA helicase TDRD9 {ECO:0000305}
KY21.Chr1.1454,KH.L18.102,KH.L18.102,P49354,Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
KY21.Chr1.1455,KH.L18.57,KH.L18.57,Q5VYK3,Proteasome adapter and scaffold protein ECM29 {ECO:0000305}
KY21.Chr1.1456,,,P13984,General transcription factor IIF subunit 2
KY21.Chr1.1457,KH.L18.50,KH.L18.50,Q8TF76,Serine/threonine-protein kinase haspin
KY21.Chr1.1458,KH.L18.38,KH.L18.38,P18440,Arylamine N-acetyltransferase 1
KY21.Chr1.1459,KH.L18.65,KH.L18.65,Q9HCR9,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
KY21.Chr1.1460,KH.L18.113,KH.L18.113,Q6ZP29,Lysosomal amino acid transporter 1 homolog {ECO:0000305}
KY21.Chr1.1464,KH.L18.74,KH.L18.74,Q5JST6,EF-hand domain-containing family member C2
KY21.Chr1.1465,KH.L18.31,KH.L18.31,Q6TFL4,Kelch-like protein 24
KY21.Chr1.1467,KH.L18.30,KH.L18.30,Q7Z2X4,"PTB-containing, cubilin and LRP1-interacting protein"
KY21.Chr1.1468,KH.L18.116,KH.L18.116,Q86V42,Protein FAM124A
KY21.Chr1.1469,KH.L18.92,KH.L18.92,Q13402,Unconventional myosin-VIIa
KY21.Chr1.1470,KH.L18.88,KH.L18.88,Q13618,Cullin-3 {ECO:0000305}
KY21.Chr1.1471,KH.L18.25,KH.L18.25,P17538,Chymotrypsinogen B
KY21.Chr1.1472,KH.L18.1,KH.L18.1,Q8NFM7,Interleukin-17 receptor D
KY21.Chr1.1475,KH.L18.4,KH.L18.4,Q96F46,Interleukin-17 receptor A {ECO:0000305}
KY21.Chr1.1476,KH.L18.93,KH.L18.93,Q96F46,Interleukin-17 receptor A {ECO:0000305}
KY21.Chr1.1477,KH.L18.48,KH.L18.48,Q96F46,Interleukin-17 receptor A {ECO:0000305}
KY21.Chr1.1478,KH.L18.131,KH.L18.131,Q9Y5R8,Trafficking protein particle complex subunit 1
KY21.Chr1.1479,KH.L18.77,KH.L18.77,Q15005,Signal peptidase complex subunit 2
KY21.Chr1.148,KH.L144.1,KH.L144.1,Q9NRD9,Dual oxidase 1
KY21.Chr1.1480,KH.L18.58,KH.L18.58,Q8WUY3,Protein prune homolog 2
KY21.Chr1.1481,KH.L18.47,KH.L18.47,Q86TP1,Exopolyphosphatase PRUNE1
KY21.Chr1.1484,KH.L18.18,KH.L18.18,Q9UNL2,Translocon-associated protein subunit gamma
KY21.Chr1.1485,KH.L18.90,KH.L18.90,Q13227,"G protein pathway suppressor 2 {ECO:0000303|PubMed:19917673, ECO:0000303|PubMed:8943324}"
KY21.Chr1.1486,KH.L18.7,KH.L18.7,Q86X52,Chondroitin sulfate synthase 1 {ECO:0000305}
KY21.Chr1.1488,KH.L18.16,KH.L18.16,P17538,Chymotrypsinogen B
KY21.Chr1.1489,KH.L18.72,KH.L18.72,P22083,"Alpha-(1,3)-fucosyltransferase 4"
KY21.Chr1.149,KH.L144.17,KH.L144.17,P98170,E3 ubiquitin-protein ligase XIAP
KY21.Chr1.1490,,,Q8N6K7,Sterile alpha motif domain-containing protein 3
KY21.Chr1.1491,,,Q2QGD7,Zinc finger protein ZXDC
KY21.Chr1.1492,KH.L18.26,KH.L18.26,P52272,Heterogeneous nuclear ribonucleoprotein M
KY21.Chr1.1493,,,Q12766,HMG domain-containing protein 3 {ECO:0000305}
KY21.Chr1.1494,,,A0A0U1RQI7,Kruppel-like factor 18 {ECO:0000305}
KY21.Chr1.1497,KH.L18.40,KH.L18.40,Q13416,Origin recognition complex subunit 2
KY21.Chr1.1498,KH.L18.67,KH.L18.67,Q9BVK6,Transmembrane emp24 domain-containing protein 9
KY21.Chr1.1499,KH.L18.23,KH.L18.23,Q13002,"Glutamate receptor ionotropic, kainate 2"
KY21.Chr1.15,KH.L60.15,KH.L60.15,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
KY21.Chr1.150,KH.L144.16,KH.L144.16,P78537,Biogenesis of lysosome-related organelles complex 1 subunit 1
KY21.Chr1.1500,KH.L18.135,KH.L18.135,Q8N371,"Bifunctional peptidase and arginyl-hydroxylase JMJD5 {ECO:0000305|PubMed:28847961, ECO:0000305|PubMed:29459673, ECO:0000305|PubMed:29563586}"
KY21.Chr1.1501,KH.L18.13,KH.L18.13,Q8N371,"Bifunctional peptidase and arginyl-hydroxylase JMJD5 {ECO:0000305|PubMed:28847961, ECO:0000305|PubMed:29459673, ECO:0000305|PubMed:29563586}"
KY21.Chr1.1502,KH.L18.125,KH.L18.125,Q8N371,"Bifunctional peptidase and arginyl-hydroxylase JMJD5 {ECO:0000305|PubMed:28847961, ECO:0000305|PubMed:29459673, ECO:0000305|PubMed:29563586}"
KY21.Chr1.1503,KH.L18.76,KH.L18.76,Q49AJ0,Protein FAM135B
KY21.Chr1.1504,KH.L18.14,KH.L18.14,P62633,CCHC-type zinc finger nucleic acid binding protein {ECO:0000312|HGNC:HGNC:13164}
KY21.Chr1.1505,KH.L18.101,KH.L18.101,O75095,Multiple epidermal growth factor-like domains protein 6
KY21.Chr1.1507,KH.L18.52,KH.L18.52,Q8NFI3,Cytosolic endo-beta-N-acetylglucosaminidase
KY21.Chr1.1508,KH.L18.107,KH.L18.107,P51571,Translocon-associated protein subunit delta
KY21.Chr1.1509,KH.L18.70,KH.L18.70,O14511,"Pro-neuregulin-2, membrane-bound isoform"
KY21.Chr1.151,KH.C1.816,KH.C1.816,P59827,BPI fold-containing family B member 4
KY21.Chr1.1510,KH.L18.83,KH.L18.83,Q9NR63,Cytochrome P450 26B1
KY21.Chr1.1512,KH.L18.105,KH.L18.105,Q9NPF4,tRNA N6-adenosine threonylcarbamoyltransferase {ECO:0000255|HAMAP-Rule:MF_03180}
KY21.Chr1.1513,KH.L18.36,KH.L18.36,Q9BQ24,Zinc finger FYVE domain-containing protein 21
KY21.Chr1.1514,KH.L18.62,KH.L18.62,P55060,Exportin-2
KY21.Chr1.1516,KH.C1.642,KH.C1.642,Q99715,Collagen alpha-1(XII) chain
KY21.Chr1.1518,KH.C1.1102,KH.C1.1102,Q9BRU9,rRNA-processing protein UTP23 homolog
KY21.Chr1.1519,KH.C1.958,KH.C1.958,Q1MSJ5,Centrosome and spindle pole-associated protein 1
KY21.Chr1.152,KH.C1.512,KH.C1.512,P59827,BPI fold-containing family B member 4
KY21.Chr1.1520,KH.C1.1136,KH.C1.1136,Q5JPI3,Uncharacterized protein C3orf38
KY21.Chr1.1521,KH.C1.985,KH.C1.985,P11274,Breakpoint cluster region protein {ECO:0000305}
KY21.Chr1.1522,KH.C1.1019,KH.C1.1019,Q9NP86,Calcium-binding protein 5
KY21.Chr1.1523,KH.C1.349,KH.C1.349,Q9Y450,HBS1-like protein {ECO:0000305}
KY21.Chr1.1525,KH.C1.1257,KH.C1.1257,P82932,Small ribosomal subunit protein bS6m {ECO:0000303|PubMed:25838379}
KY21.Chr1.1526,KH.C1.173,KH.C1.173,Q9Y4P3,Transducin beta-like protein 2
KY21.Chr1.1527,KH.C1.760,KH.C1.760,Q9H5X1,Cytosolic iron-sulfur assembly component 2A {ECO:0000305}
KY21.Chr1.1528,KH.C1.697,KH.C1.697,P08620,Fibroblast growth factor 4 {ECO:0000312|HGNC:HGNC:3682}
KY21.Chr1.1529,KH.C1.211,KH.C1.211,Q86Y82,Syntaxin-12
KY21.Chr1.1530,KH.C1.947,KH.C1.947,Q99747,Gamma-soluble NSF attachment protein {ECO:0000303|PubMed:11278501}
KY21.Chr1.1531,KH.C1.918,KH.C1.918,O15400,Syntaxin-7
KY21.Chr1.1532,KH.C1.250,KH.C1.250,H3BQB6,Stathmin domain-containing protein 1
KY21.Chr1.1533,KH.C1.314,KH.C1.314,P49795,Regulator of G-protein signaling 19
KY21.Chr1.1534,KH.C1.611,KH.C1.611,Q13630,GDP-L-fucose synthase {ECO:0000305}
KY21.Chr1.1535,KH.C1.1286,KH.C1.1286,Q8N1V2,Cilia- and flagella-associated protein 52 {ECO:0000312|HGNC:HGNC:16053}
KY21.Chr1.1536,KH.C1.599,KH.C1.599,P98066,Tumor necrosis factor-inducible gene 6 protein
KY21.Chr1.1537,,,B4E2M5,Ankyrin repeat domain-containing protein 66
KY21.Chr1.1538,KH.C1.1271,KH.C1.1271,Q6VUC0,Transcription factor AP-2-epsilon
KY21.Chr1.1539,KH.C1.825,KH.C1.825,Q9HBX9,Relaxin receptor 1
KY21.Chr1.1540,KH.C1.1294,KH.C1.1294,Q7Z4F1,Low-density lipoprotein receptor-related protein 10
KY21.Chr1.1541,KH.C1.1168,KH.C1.1168,Q9BSC4,Nucleolar protein 10
KY21.Chr1.1542,KH.C1.338,KH.C1.338,Q9NVT9,Armadillo repeat-containing protein 1
KY21.Chr1.1543,KH.C1.214,KH.C1.214,Q96P20,"NACHT, LRR and PYD domains-containing protein 3 {ECO:0000305}"
KY21.Chr1.1544,KH.C1.899,KH.C1.899,Q7Z4L9,Protein phosphatase 1 regulatory subunit 42 {ECO:0000305}
KY21.Chr1.1545,KH.C1.164,KH.C1.164,Q8NEM0,Microcephalin {ECO:0000303|PubMed:12046007}
KY21.Chr1.1548,,,Q9H0B6,Kinesin light chain 2 {ECO:0000305}
KY21.Chr1.1549,KH.C1.1046,KH.C1.1046,Q9H4G0,Band 4.1-like protein 1
KY21.Chr1.155,KH.C1.1064,KH.C1.1064,Q6UW63,Protein O-glucosyltransferase 2 {ECO:0000305|PubMed:30127001}
KY21.Chr1.1550,KH.C1.572,KH.C1.572,O95169,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial"
KY21.Chr1.1551,KH.C1.28,KH.C1.28,Q96LL4,Uncharacterized protein C8orf48
KY21.Chr1.1552,KH.C1.169,KH.C1.169,Q6PIY7,Poly(A) RNA polymerase GLD2 {ECO:0000305}
KY21.Chr1.1554,KH.C1.1074,KH.C1.1074,Q6Q0C0,E3 ubiquitin-protein ligase TRAF7
KY21.Chr1.1555,KH.C1.465,KH.C1.465,Q15631,Translin
KY21.Chr1.1556,KH.C1.1026,KH.C1.1026,Q9Y575,Ankyrin repeat and SOCS box protein 3
KY21.Chr1.1558,KH.C1.830,KH.C1.830,P13671,Complement component C6
KY21.Chr1.1559,KH.C1.45,KH.C1.45,P13671,Complement component C6
KY21.Chr1.156,KH.C1.1094,KH.C1.1094,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
KY21.Chr1.1560,KH.C1.742,KH.C1.742,P13671,Complement component C6
KY21.Chr1.1561,KH.C1.438,KH.C1.438,P55795,Heterogeneous nuclear ribonucleoprotein H2
KY21.Chr1.1562,KH.C1.333,KH.C1.333,P84098,Large ribosomal subunit protein eL19 {ECO:0000303|PubMed:24524803}
KY21.Chr1.1563,KH.C1.986,KH.C1.986,Q9C0E8,Endoplasmic reticulum junction formation protein lunapark {ECO:0000305}
KY21.Chr1.1564,KH.C1.720,KH.C1.720,Q96C86,m7GpppX diphosphatase
KY21.Chr1.1565,KH.S1592.1,KH.S1592.1,Q16819,Meprin A subunit alpha
KY21.Chr1.1567,KH.C1.332,KH.C1.332,O60242,Adhesion G protein-coupled receptor B3 {ECO:0000303|PubMed:25713288}
KY21.Chr1.1568,KH.C1.493,KH.C1.493,Q16820,Meprin A subunit beta
KY21.Chr1.1569,KH.C1.618,KH.C1.618,Q9Y6L7,Tolloid-like protein 2
KY21.Chr1.157,KH.C1.421,KH.C1.421,P80404,"4-aminobutyrate aminotransferase, mitochondrial"
KY21.Chr1.1570,KH.C1.533,KH.C1.533,Q16820,Meprin A subunit beta
KY21.Chr1.1571,,,O00587,"Beta-1,3-N-acetylglucosaminyltransferase manic fringe {ECO:0000305}"
KY21.Chr1.1572,KH.C1.1119,KH.C1.1119,Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B {ECO:0000305}
KY21.Chr1.1573,KH.C1.262,KH.C1.262,Q8N6L1,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit KCP2
KY21.Chr1.1576,KH.C1.944,KH.C1.944,Q92783,Signal transducing adapter molecule 1
KY21.Chr1.1577,KH.C1.573,KH.C1.573,Q9H3D4,Tumor protein 63
KY21.Chr1.1578,KH.C1.122,KH.C1.122,P55344,Lens fiber membrane intrinsic protein
KY21.Chr1.158,KH.C1.331,KH.C1.331,Q9P0P0,E3 ubiquitin-protein ligase RNF181 {ECO:0000305}
KY21.Chr1.1580,KH.C1.1261,KH.C1.1261,P02794,Ferritin heavy chain
KY21.Chr1.1581,KH.C1.419,KH.C1.419,O75746,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial {ECO:0000305|PubMed:9722566}"
KY21.Chr1.1582,,,O75746,"Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial {ECO:0000305|PubMed:9722566}"
KY21.Chr1.1583,KH.C1.1297,KH.C1.1297,Q9BZE4,GTP-binding protein 4
KY21.Chr1.1584,KH.C1.203,KH.C1.203,A8MQ14,Zinc finger protein 850
KY21.Chr1.1586,,,Q92847,Growth hormone secretagogue receptor type 1
KY21.Chr1.1589,KH.C1.315,KH.C1.315,Q92847,Growth hormone secretagogue receptor type 1
KY21.Chr1.159,KH.C1.1000,KH.C1.1000,Q8WUM4,Programmed cell death 6-interacting protein {ECO:0000305}
KY21.Chr1.1590,KH.C1.1285,KH.C1.1285,Q96LT6,UPF0739 protein C1orf74
KY21.Chr1.1591,KH.C1.616,KH.C1.616,Q96T52,Mitochondrial inner membrane protease subunit 2
KY21.Chr1.1592,KH.C1.127,KH.C1.127,O75325,Leucine-rich repeat neuronal protein 2
KY21.Chr1.1593,KH.C1.606,KH.C1.606,Q15119,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"
KY21.Chr1.1594,KH.C1.1093,KH.C1.1093,Q8IWZ3,Ankyrin repeat and KH domain-containing protein 1
KY21.Chr1.1595,KH.C1.1240,KH.C1.1240,Q9Y2M5,Kelch-like protein 20
KY21.Chr1.1596,KH.C1.19,KH.C1.19,Q8IV38,Ankyrin repeat and MYND domain-containing protein 2
KY21.Chr1.1597,KH.C1.174,KH.C1.174,Q9Y2C2,Uronyl 2-sulfotransferase {ECO:0000312|HGNC:HGNC:17223}
KY21.Chr1.1598,KH.C1.290,KH.C1.290,P33527,Multidrug resistance-associated protein 1 {ECO:0000305}
KY21.Chr1.160,KH.C1.666,KH.C1.666,Q5HYL7,Transmembrane protein 196
KY21.Chr1.1600,KH.C1.610,KH.C1.610,P25787,Proteasome subunit alpha type-2
KY21.Chr1.1601,KH.C7.67,KH.C7.67,P68032,"Actin, alpha cardiac muscle 1"
KY21.Chr1.1602,KH.C1.406,KH.C1.406,Q9H8Y5,tRNA endonuclease ANKZF1 {ECO:0000305}
KY21.Chr1.1603,KH.C1.851,KH.C1.851,A4D1E9,GTP-binding protein 10
KY21.Chr1.1604,KH.C1.990,KH.C1.990,Q9H3L0,Cobalamin trafficking protein CblD {ECO:0000303|PubMed:26364851}
KY21.Chr1.1605,KH.C1.712,KH.C1.712,E2RYF6,Mucin-22
KY21.Chr1.1606,KH.C1.1017,KH.C1.1017,Q92823,Neuronal cell adhesion molecule
KY21.Chr1.1608,KH.C1.2,KH.C1.2,P12268,Inosine-5'-monophosphate dehydrogenase 2 {ECO:0000303|PubMed:24477477}
KY21.Chr1.1609,KH.C1.1174,KH.C1.1174,P13284,Gamma-interferon-inducible lysosomal thiol reductase
KY21.Chr1.1610,KH.C1.624,KH.C1.624,P62312,U6 snRNA-associated Sm-like protein LSm6
KY21.Chr1.1611,KH.C1.1259,KH.C1.1259,Q96HS1,"Serine/threonine-protein phosphatase PGAM5, mitochondrial"
